venue_id,venueName,tag_id,tag,frequency,modelCount,wordCount,models,prompts,extraction_run_id
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,1f7e57bc-11d1-5172-9548-e9bb8ef311d2,celebration dining,2,1,0,gemini,"anti_hallucination,minimal",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c700c437-843c-5fd6-9cff-35a6a029aac8,celebration spot,2,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,b8b2f61b-b0f2-5415-a9b9-7d47f0d1f828,celebratory meal,2,1,0,grok,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,5f3ae763-43fa-5ca2-ba7d-7b1ded1ae3f7,charcoal cooked,2,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,eda8eea9-49f4-58c6-ae7f-3291685a1beb,charcoal grilled,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,75441a3e-6919-51cd-aeaa-113470a8de5d,chicharrón de la ramos,2,2,4,"grok,openai",anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,08f334a3-0c81-5846-ad83-0305e214d4cc,delicious tacos,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,e7ff5cc3-403d-59be-92f6-f10d381e56cf,down to earth,2,1,3,openai,"anti_hallucination,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,ea7cea12-e4f5-5d02-ab9e-e1b296e16afe,esquites with chicharron,2,2,3,"gemini,openai",anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c7efd861-5b01-524e-b406-465dc8a9f3cb,esquites with chicharrón,2,1,3,openai,"anti_hallucination,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,e19b3bb3-13cd-550b-b7dd-fc002d450fd7,excellent dish recommendations,2,1,3,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,25611085-21b4-524e-b5c2-af9142cf8946,excellent mexican,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,6441a556-961c-59e2-bcbb-01adaf077888,excellent recommendations,2,1,0,grok,"minimal,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,7cf7811e-65c4-5c69-9409-df14a2710319,excellent service,2,2,2,"gemini,openai",short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,2825a1c8-2917-5810-883e-cd10aa0f29de,fun atmosphere,2,1,0,grok,"minimal,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,feb3089a-cf82-5929-918a-57fe8f668877,great tacos,2,1,2,openai,"anti_hallucination,minimal",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,11cd1f9b-1f78-5a83-88ac-4e01efd90adc,innovative mexican cuisine,2,1,0,grok,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,75642916-5c48-5c7b-b690-3e12382e5ed9,kid-friendly,2,1,0,grok,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,094e8055-91aa-5a7b-9035-a0c52bb0d0c3,located in polanco,2,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,9ca9c27f-04c3-5cb8-b41f-1e0cd8e08a4c,modern mexican,2,2,2,"gemini,openai","minimal,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,30e014e2-1381-5c6e-af27-dd6147e5b5cf,no dessert,2,1,2,openai,"anti_hallucination,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,b63f2aec-5bfe-554f-8392-c13a1531946b,non-traditional mexican style,2,2,3,"grok,openai",anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,6309c033-e0cd-55c5-acb9-468519ca60cf,oysters with tuetano,2,2,3,"grok,openai",anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,b4a31aff-941b-55a8-ac07-9897ad015c88,seating issues,2,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,8437a737-b2c3-5819-9212-f94554098bb0,smoking permitted,2,1,0,gemini,"anti_hallucination,minimal",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,73df7729-2e00-53c5-8da4-523900369daf,solo birthday,2,1,2,openai,"anti_hallucination,short_phrase",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,7837a528-b0d9-5e51-8bb3-86d727749161,sophisticated warmth,2,1,0,grok,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,10b53c3e-a350-5948-af36-a800f7b68b2a,spanglish tolerance,2,1,2,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,21ecc69d-e894-5ff9-a00a-1f288a53d961,vibrant polanco location,2,1,0,grok,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,52fbde47-060f-5f02-8ec4-47792391aed5,warm ambiance,2,2,2,"gemini,openai",minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,3675614d-e55c-5c56-9a4f-d78a2b6b445e,warm atmosphere,2,2,0,"gemini,grok","anti_hallucination,minimal",week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,75857946-fdc1-578f-bde1-a82f57245f5f,warm decor,2,2,0,"gemini,grok",anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,9fde86ba-5c4e-5c30-b753-afcc9d728bc2,will come back,2,2,3,"grok,openai",anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,0ac2f6e4-ca75-5a1a-b71b-26289a7d8d97,above and beyond service,1,1,4,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,eb1b52e4-4006-5627-abae-62f6f9113e29,accommodating,1,1,1,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,90bbbbe4-f935-5cce-bdcc-012986034748,amazing food,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,1e2fd84b-1bc6-5f26-ac52-9be1a9e3f259,attentive staff,1,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,05db8b40-633e-542c-8b2a-41366c614180,balanced decor,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,a2d8db30-39d6-500c-a01b-3c8ac3871a55,beautiful decor,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,7b5cba49-7b94-5f2f-b4ab-c6c887cbcd0f,best dish oysters,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,d2d3f507-f3aa-5616-a4a1-139589dae014,bilingual tolerant staff,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,409f0d01-bf2b-50b2-98a2-78b8d5814dc6,birthday dinner,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,99f44794-b073-5e15-b1e1-6cb6d94f98d9,bone marrow oysters,1,1,3,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,3fa59ba3-7bcf-5921-a160-cc7ee2a53d90,celebration venue,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,018b9b06-1306-59bd-8289-24d00d38ea0b,celebration vibe,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,f8c65770-97da-50da-a9e7-2f531181b472,charcoal flavor,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,36c99ead-15a5-5c17-817e-06eb257b91c5,chicharron de la ramos,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,55552d1d-b846-5a0d-8b4d-e287fd994566,creative creations,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c67ed784-a6f3-502c-ba3a-8714119b04a5,creative mexican,1,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,235bffc9-a7e6-52db-8b46-3df6f85a9f22,creative mexican cuisine,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,936dbdee-be18-5c51-a692-5579146e633b,creative mexican food,1,1,0,gemini,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,35fdf1b3-622c-5fd6-acb3-dfe2655a91d5,disappointing experience,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,f9f689fe-db96-561b-9819-511c5d0377d1,doubtful return,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,09004383-4ae4-58f5-9969-59b02df7a195,easy reservations,1,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,0f19b67a-72e9-5628-8ce1-6b40984d61e6,elegant decor,1,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,76185c5c-cca0-52bf-aa41-7b7d7aad4d11,enjoyable balanced music,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,2cfd9042-d344-5a1d-a531-8beff23b8977,enjoyable music,1,1,0,grok,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,ff8639a0-1e76-50d9-b412-048ecc4ec961,esquites available,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,0a8ca707-8483-5cdc-bfdf-f16416b359e5,excellent food and drinks,1,1,0,grok,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,d8b5f7fa-1b29-5b71-9221-c6aed6ffd9bc,expensive,1,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c91e46e6-b646-5e67-b47e-f27036a0057d,french fries,1,1,2,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,7e7f11cf-31ff-59f3-880f-bbe3a6d8b609,french fries available,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,b18ddff6-0b65-5489-8d07-7aca4d512de4,french fries good,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,52dc875f-8b65-503b-9f3a-5412884d878b,french fries great,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,5270e07c-5d68-5ddd-bb2b-b49325b0c88a,fun vibe,1,1,0,grok,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,3b5731a0-68d9-5969-a947-6591279e49ff,good drinks,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,bf91e8e2-aa7b-5358-bce2-09b938d8c571,good food,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,8ad844f2-5747-55bf-85b7-91370ccb4533,good food and drinks,1,1,4,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,23848084-a48e-5459-8bcb-044b55ca9bc3,good service initially,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,24fe9473-5738-5fe0-9ad7-ccd0aba7d75f,great cocktails,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,a61dc64e-038b-5c48-9d16-69287d188caf,great dish recommendations,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,1c3ea1ce-8a6a-5a32-ae0c-abe08108a06b,great food and drinks,1,1,4,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,259c9e04-8d9d-59c4-a130-b3df702275b2,higher price point,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,77682b69-286b-54a2-9a3a-cbfb61773467,inattentive service,1,1,0,grok,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,d1b625ad-4651-53d6-9bef-961e0b7d3a92,inviting interior,1,1,2,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,f8902156-a305-57d0-9c00-45e3d3c427ff,kid friendly options,1,1,3,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,90866a37-5e4b-501e-90c1-001c08e2ee1b,kind attentive servers,1,1,0,grok,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,26d8813b-392b-571b-843a-aecd349c0a1b,kind attentive service,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c2c8e32a-110d-5169-8c57-e6d1de84ab06,large group seating,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,df1f9212-75d4-5e5e-b35c-f5ebaf1fdb49,large loud group,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,9c4d3455-6a12-5ba8-924d-046fe7928f6f,large loud groups,1,1,0,grok,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,463f7559-df2c-54f2-b78a-9d625a953311,large seating issue,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,d0a327ac-486b-54a2-99c5-ed24cb928a83,large table,1,1,2,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,ab24320d-113a-5c85-84d2-bb2980b4ec41,may not return,1,1,3,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,3d2a1490-6d1f-52d2-9cfe-7ca41f3551d2,mexican cuisine,1,1,0,gemini,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,f8a6fa8c-9389-5427-847a-c4fa16e0894b,mexico city,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,8b43f305-fadf-5238-80f2-551418a7d216,might return,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,9a10e3c6-8cbf-5cd9-a336-76d1f3b927b5,nontraditional mexican,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,8f11c4da-8864-57dd-a01e-faa154a7e325,not too loud music,1,1,4,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,7c05f697-fda9-573b-a8d4-d20516d89caa,not traditional mexican,1,1,3,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,8ed243a0-f675-53cc-97c3-a0aefac4bfb8,oysters with bone marrow,1,1,4,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,46557098-f6a2-5351-99e5-a6f92be37752,oysters with marrow,1,1,3,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,81964d10-f74b-5438-8dd5-c580683c9615,poor seating arrangement,1,1,0,grok,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c8d5d06e-05ca-536a-b15a-33fcf2dba7de,poor seating choice,1,1,0,grok,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,21254202-caa8-50b5-a271-4254656efe4d,return uncertain,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,8b46a55c-6f6a-54e8-b324-7e848b91b2e2,seated alone,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,2d18124b-5dac-5db0-ad55-4b2beeb18118,smoking discomfort,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,82014372-b503-502e-8ff8-eaeae8b4fcb4,smoking indoors,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,b9402f99-194b-5209-ace6-90e410796e9e,smoking inside,1,1,0,gemini,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,228d4d92-c6a2-5b90-bb66-b415d53f8047,smoking issue,1,1,2,openai,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,348d9acf-dc73-5951-96fd-eb729c0c704e,smoking started,1,1,2,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,570a3456-a536-597c-b287-d3fea81fd169,solo birthday dinner,1,1,3,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,9942c6ec-2445-52df-8912-31e1967590ef,solo trip,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,a34f57a7-a06c-5a8b-b12e-bca4f50585ca,sophisticated warm decor,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,668fc88f-753f-519c-86bc-a6f4a91e8ce5,special occasions,1,1,0,gemini,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,22188ca5-ed82-5c95-9183-61b34bc7b732,staff above and beyond,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,203c0ecf-21ef-5612-8a17-8d9705886fb4,tacos available,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,8ec91515-f623-5198-9dba-7188b5631425,tacos delicious,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,774b991a-9831-57b7-8f6b-d5089c3c7ea9,tacos so good,1,1,3,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c6dd0b4d-e164-5156-9416-2c0b943f3813,uncertain return,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,c5a97331-87f0-55cc-8142-56df48505fe4,undercooked tuétano,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,13c26dbc-cc47-5954-96f6-cac4ac0503e4,vibrant location,1,1,0,grok,minimal,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,71817918-b1d7-52c9-9f8b-685c04b879fd,wait staff rushing,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,dbcc20cd-dc5d-55b3-9808-d5d12696dfb1,worth discovering,1,1,2,openai,short_phrase,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,f482cbff-2661-5ff0-974e-bf83b3bf79b7,worth discovering creations,1,1,3,openai,anti_hallucination,week2_run_20251223_191104
RDjEfre8yy2oDfRs2awZ,Colmillo - Masaryk Polanco,4c10808f-aee8-5a91-92c3-7c13b1c0e08a,worth returning,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,6cde88d1-2197-58a0-be17-dae6d686753f,excellent service,18,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,b6df1474-e40b-5fbb-ae31-c487e32231b7,fresh ingredients,18,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,f2a89d3c-41c4-5eb0-858f-051f6f484559,keto options,18,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,06556508-3d6f-599c-88d5-5c6d47ff4fc9,relaxed atmosphere,18,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,3a5cb34d-f1e0-5ecb-a426-17fcc70e9d04,delicious coffee,14,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,003b4902-0073-51cc-b069-7b4e7975127e,fast service,14,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,68da4ef4-3fe6-542a-86da-2c9173e18eae,friendly service,13,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,cd7a8807-b5bd-5caa-8682-8e7efd997f18,sidewalk terrace,13,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,4fd7efde-55b2-5df9-afb7-87a1aaffa86b,traditional mexican breakfast,13,3,3,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,27d82e66-f45a-5ebe-a360-704d1edd99d8,delicious breakfast,12,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,c01bc20e-d3b2-541b-974f-e8142a806ef7,good cappuccino,12,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,3960187d-60b0-557f-bdc5-41417c12a4d9,professional service,12,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,57b89c45-ff83-53ab-a36f-b23e7ced5f4a,respectful team,11,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,feb78afe-e1b5-5397-95cc-7c81f4734d25,satisfying portions,11,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,0fa249a2-a0e8-58ac-9f02-64f8acf95e1b,great coffee,10,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,207d01ea-2685-5864-b59f-876104f71245,best pancakes,9,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,5e241467-5da6-5ab7-b3ac-36b385d9e512,fantastic service,9,2,2,"grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,264238a0-cb91-52f8-b8e7-ce272511651d,traditional mexican dishes,9,3,3,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,34d14ae0-fff4-5acb-94b3-658dbb7e417e,lovely restaurant,8,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,d3d0bd80-f350-5bb3-a403-9f3bcbd78b6a,beautiful location,7,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,878621c2-eb1a-5d07-965a-1902bc3ff1d5,english-speaking staff,7,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
RKWECGmVB5XdsOacGPRb,Café Toscano Aguascalientes,93f910c4-9a57-5d4b-b1c8-c2d926ae103b,good food,7,3,2,"gemini,grok,openai","anti_hallucination,minimal",week2_run_20251223_191104
